45,00,0029,ca60,4000,80,06,0000,82d0f6a5,8efa7561,c2e301bb8fa07ef8, 7022
45,00,0029,cb82,4000,80,06,0000,82d0f6a5,8efb1e5e,c2e601bbaad00f21, 7022
45,00,0029,876b,4000,80,06,0000,82d0f6a5,40e9a79d,c2e401bbc09ee986, 7022
00,01,0800,0604,0002,bc,24,11d7,21ec82d0,f6a5d401,c34c17fc82d0f6a1, 7022
45,00,0029,542b,4000,80,06,0000,82d0f6a5,d8ef2024,c2e501bb3a345571, 7022
45,00,0028,291a,4000,80,06,0000,82d0f6a5,acd39f98,c2e701bbfe4d4c67, 7022
45,00,0028,291b,4000,80,06,0000,82d0f6a5,acd39f98,c2e701bbfe4d4c67, 7022
45,00,0048,492b,0000,80,11,0000,82d0f6a5,08080808,dec90035003489cb, 7022
45,00,0048,492c,0000,80,11,0000,82d0f6a5,08080808,dec90035003489cb, 7022
45,00,004a,492d,0000,80,11,0000,82d0f6a5,08080808,c0340035003689cd, 7022
45,00,004a,492e,0000,80,11,0000,82d0f6a5,08080808,c0340035003689cd, 7022
45,00,018b,b5a4,4000,80,06,0000,82d0f6a5,6d3d2626,c2f300504dbc5c16, 7022
45,00,0057,4932,0000,80,11,0000,82d0f6a5,08080808,d7050035004389da, 7022
45,00,0028,b5a5,4000,80,06,0000,82d0f6a5,6d3d2626,c2f300504dbc5d79, 7022
45,00,0057,4933,0000,80,11,0000,82d0f6a5,08080808,d7050035004389da, 7022
45,00,01be,b5a6,4000,80,06,0000,82d0f6a5,6d3d2626,c2f300504dbc5d79, 7022
45,00,0028,b5a7,4000,80,06,0000,82d0f6a5,6d3d2626,c2f300504dbc5f0f, 7022
45,00,0028,b5a8,4000,80,06,0000,82d0f6a5,6d3d2626,c2f300504dbc5f0f, 7022
45,00,0028,b5a9,4000,80,06,0000,82d0f6a5,6d3d2626,c2f300504dbc5f0f, 7022
45,00,0028,b5aa,4000,80,06,0000,82d0f6a5,6d3d2626,c2f300504dbc5f0f, 7022
45,00,0028,b5ab,4000,80,06,0000,82d0f6a5,6d3d2626,c2f300504dbc5f0f, 7022
45,00,0028,b5ac,4000,80,06,0000,82d0f6a5,6d3d2626,c2f300504dbc5f0f, 7022
45,00,0047,4934,0000,80,11,0000,82d0f6a5,08080808,f1df0035003389ca, 7022
45,00,0047,4935,0000,80,11,0000,82d0f6a5,08080808,f1df0035003389ca, 7022
45,00,0029,67ef,4000,80,06,0000,82d0f6a5,08080404,c2bd01bb5364df40, 7022
45,00,0029,67f0,4000,80,06,0000,82d0f6a5,08080404,c2bc01bbb430897d, 7022
45,00,0028,f1d7,4000,80,06,0000,82d0f6a5,30d1a42f,c2c301bb22eb40c3, 7022
45,00,0028,f1d8,4000,80,06,0000,82d0f6a5,30d1a42f,c2c301bb22eb40c3, 7022
45,00,0048,4936,0000,80,11,0000,82d0f6a5,08080808,cde00035003489cb, 7022
45,00,0048,4937,0000,80,11,0000,82d0f6a5,08080808,cde00035003489cb, 7022
45,00,0029,1f63,4000,80,06,0000,82d0f6a5,17286e39,c2bf01bbe9bb6bfe, 7022
45,00,0028,fd49,4000,80,06,0000,82d0f6a5,30d1b4f4,c2e801bb5163a3b8, 7022
45,00,0028,fd4a,4000,80,06,0000,82d0f6a5,30d1b4f4,c2e801bb5163a3b8, 7022
45,00,0049,4938,0000,80,11,0000,82d0f6a5,08080808,f60c0035003589cc, 7022
45,00,0049,4939,0000,80,11,0000,82d0f6a5,08080808,f60c0035003589cc, 7022
45,02,0082,7f28,4000,80,06,0000,82d0f6a5,96ab1b0b,c2ba01bbdb2710ae, 7022
45,02,0056,7f29,4000,80,06,0000,82d0f6a5,96ab1b0b,c2ba01bbdb271108, 7022
45,02,0562,7f2a,4000,80,06,0000,82d0f6a5,96ab1b0b,c2ba01bbdb271136, 7022
45,00,0028,1f64,4000,80,06,0000,82d0f6a5,17286e39,c2bf01bbe9bb6bff, 7022
45,00,0028,67f1,4000,80,06,0000,82d0f6a5,08080404,c2bc01bbb430897e, 7022
45,00,0028,493a,4000,80,06,0000,82d0f6a5,08080808,c2be01bbe565a1a2, 7022
45,00,0028,67f2,4000,80,06,0000,82d0f6a5,08080404,c2bd01bb5364df41, 7022
45,00,0028,7f2b,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fa01bb08dd68c2, 7022
45,00,0028,ca61,4000,80,06,0000,82d0f6a5,8efa7561,c2e301bb8fa07ef9, 7022
45,00,0028,d288,4000,80,06,0000,82d0f6a5,0d6bf634,c2fb01bb4ef87a16, 7022
45,00,0028,bdd7,4000,80,06,0000,82d0f6a5,8efa975f,c2bb01bbcb15613e, 7022
45,00,0028,542c,4000,80,06,0000,82d0f6a5,d8ef2024,c2e501bb3a345572, 7022
45,00,0028,876c,4000,80,06,0000,82d0f6a5,40e9a79d,c2e401bbc09ee987, 7022
45,00,0028,cb83,4000,80,06,0000,82d0f6a5,8efb1e5e,c2e601bbaad00f22, 7022
45,00,0028,1f65,4000,80,06,0000,82d0f6a5,17286e39,c2bf01bbe9bb6c00, 7022
45,00,0028,7f2c,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fa01bb08dd68c3, 7022
45,00,0028,d289,4000,80,06,0000,82d0f6a5,0d6bf634,c2fb01bb4ef87a17, 7022
45,00,0028,67f3,4000,80,06,0000,82d0f6a5,08080404,c2bc01bbb430897f, 7022
45,00,0028,cb84,4000,80,06,0000,82d0f6a5,8efb1e5e,c2e601bbaad00f23, 7022
45,00,0028,ca62,4000,80,06,0000,82d0f6a5,8efa7561,c2e301bb8fa07efa, 7022
45,00,0028,7f2d,4000,80,06,0000,82d0f6a5,96ab1b0b,c2ba01bbdb271670, 7022
45,00,0028,876d,4000,80,06,0000,82d0f6a5,40e9a79d,c2e401bbc09ee988, 7022
45,02,0052,7f2e,4000,80,06,0000,82d0f6a5,96ab1b0b,c2ba01bbdb271670, 7022
45,00,0028,7f2f,4000,80,06,0000,82d0f6a5,96ab1b0b,c2ba01bbdb27169a, 7022
45,00,0028,493b,4000,80,06,0000,82d0f6a5,08080808,c2be01bbe565a1a3, 7022
45,00,0028,67f4,4000,80,06,0000,82d0f6a5,08080404,c2bd01bb5364df42, 7022
45,00,0028,bdd8,4000,80,06,0000,82d0f6a5,8efa975f,c2bb01bbcb15613f, 7022
45,00,0028,542d,4000,80,06,0000,82d0f6a5,d8ef2024,c2e501bb3a345573, 7022
45,00,0028,7f30,4000,80,06,0000,82d0f6a5,96ab1b0b,c2ba01bbdb27169b, 7022
45,00,0048,493c,0000,80,11,0000,82d0f6a5,08080808,dff70035003489cb, 7022
45,00,0048,493d,0000,80,11,0000,82d0f6a5,08080808,dff70035003489cb, 7022
45,00,0048,493e,0000,80,11,0000,82d0f6a5,08080808,c6240035003489cb, 7022
45,00,0048,493f,0000,80,11,0000,82d0f6a5,08080808,c6240035003489cb, 7022
45,00,0049,4940,0000,80,11,0000,82d0f6a5,08080808,e42c0035003589cc, 7022
45,00,0049,4941,0000,80,11,0000,82d0f6a5,08080808,e42c0035003589cc, 7022
45,00,0048,4942,0000,80,11,0000,82d0f6a5,08080808,d1f70035003489cb, 7022
45,00,0048,4943,0000,80,11,0000,82d0f6a5,08080808,d1f70035003489cb, 7022
45,02,0034,7f31,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb4be6, 7022
45,00,0028,7f32,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb4be7, 7022
45,02,081c,7f33,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb4be7, 7022
45,00,0028,7f35,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb53db, 7022
45,02,00c6,7f36,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb53db, 7022
45,02,008b,7f37,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb5479, 7022
45,02,0251,7f38,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb54dc, 7022
45,00,0028,7f39,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb5705, 7022
45,02,004e,7f3a,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb5705, 7022
45,00,0028,7f3b,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f3c,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f3d,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f3e,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f3f,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f40,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f41,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f42,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f43,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f44,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f45,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f46,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f47,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
45,00,0028,7f48,4000,80,06,0000,82d0f6a5,96ab1b0b,c2fd01bb08eb572b, 7022
