45,00,0028,0000,4000,40,06,0fb1,82d0f6b1,92be1edf,0050e77300000000ba99018d50140000e0c60000, 7011
45,00,0028,0000,4000,40,06,0fb1,82d0f6b1,92be1edf,0050e77400000000ba99018d50140000e0c50000, 7011
45,00,0054,0933,0000,40,11,f5e2,82d0f6b1,01010101,ed0b003500407bd5ae9e0100000100000000000103323233023330033139300331343607696e2d61646472046172706100000c000100002905c0000000000000, 7011
45,00,0055,00a0,0000,40,11,fe74,82d0f6b1,01010101,a71d003500417bd63ec2010000010000000000010331373703323436033230380331333007696e2d61646472046172706100000c000100002905c0000000000000, 7011
45,00,0028,0000,4000,40,06,1260,82d0f6b1,d9b6d537,06c8c5050000000004394e5e5014000068fb0000, 7011
45,00,0054,1439,0000,40,11,eadc,82d0f6b1,01010101,9c12003500407bd5afbe0100000100000000000102353503323133033138320332313707696e2d61646472046172706100000c000100002905c0000000000000, 7011
00,01,0800,0604,0001,bc,24,1133,d7f782d0,f6b10000,0000000082d0f6a1, 7011
45,00,004a,67fb,0000,ff,11,f929,82d0f6b1,e00000fb,14e914e900365ac50000000000010000000000000331363103323436033230380331333007696e2d61646472046172706100000c0001, 7011
45,00,0040,e288,4000,01,06,a43b,82d0f6b1,82d0f6a1,cd3c14eb21723af100000000b002faf0f3260000020405b40402080a76b3cbe8000000000103030822020101, 7011
45,00,004a,6b49,0000,ff,11,f5db,82d0f6b1,e00000fb,14e914e900365ac50000000000010000000000000331363103323436033230380331333007696e2d61646472046172706100000c0001, 7011
45,00,004a,70fd,0000,ff,11,f027,82d0f6b1,e00000fb,14e914e900365ac50000000000010000000000000331363103323436033230380331333007696e2d61646472046172706100000c0001, 7011
45,00,0028,0000,4000,40,06,6bee,82d0f6b1,c18e93d1,01bb83fb000000008e26224550140000aacc0000, 7011
45,00,0055,bf9f,0000,40,11,3f75,82d0f6b1,01010101,9e0b003500417bd6df07010000010000000000010332303903313437033134320331393307696e2d61646472046172706100000c000100002905c0000000000000, 7011
00,01,0800,0604,0002,bc,24,1133,d7f782d0,f6b1d401,c34c17fc82d0f6a1, 7011
45,00,0028,0000,4000,40,06,bf17,82d0f6b1,2d89d4ad,1be301bb43e7e6a50000000050040000ebfc0000, 7011
45,00,0054,1b9c,0000,40,11,e379,82d0f6b1,01010101,d52a003500407bd5e30a0100000100000000000103313733033231320331333702343507696e2d61646472046172706100000c000100002905c0000000000000, 7011
00,01,0800,0604,0001,bc,24,1133,d7f782d0,f6b10000,0000000082d0f6a1, 7011
45,00,0028,0000,4000,40,06,8f58,82d0f6b1,a75e8a97,1d7bd15a00000000007b15bb50140000ff4c0000, 7011
45,00,0054,1620,0000,40,11,e8f5,82d0f6b1,01010101,bfb6003500407bd5af5c0100000100000000000103313531033133380239340331363707696e2d61646472046172706100000c000100002905c0000000000000, 7011
00,01,0800,0604,0002,bc,24,1133,d7f782d0,f6b1d401,c34c17fc82d0f6a1, 7011
00,01,0800,0604,0001,bc,24,1133,d7f782d0,f6b10000,0000000082d0f6a1, 7011
45,00,004a,11c1,0000,ff,11,4f64,82d0f6b1,e00000fb,14e914e900365ac50000000000010000000000000331363103323436033230380331333007696e2d61646472046172706100000c0001, 7011
45,00,0040,1d7d,4000,01,06,6947,82d0f6b1,82d0f6a1,a98414ebadb454d900000000b002faf0f3260000020405b40402080a76b82436000000000103030822020101, 7011
45,00,004a,15c9,0000,ff,11,4b5c,82d0f6b1,e00000fb,14e914e900365ac50000000000010000000000000331363103323436033230380331333007696e2d61646472046172706100000c0001, 7011
45,00,004a,1b96,0000,ff,11,458f,82d0f6b1,e00000fb,14e914e900365ac50000000000010000000000000331363103323436033230380331333007696e2d61646472046172706100000c0001, 7011
45,40,0028,0000,4000,40,06,cc81,82d0f6b1,c2b431d8,171bdde6000000000feb809050140000bc440000, 7011
45,00,0028,0000,4000,40,06,5340,82d0f6b1,340e3a00,0827bf5600000000c85de00f5014000058550000, 7011
45,00,0050,6f4f,0000,40,11,8fca,82d0f6b1,01010101,a8a30035003c7bd1b6f301000001000000000001013002353802313402353207696e2d61646472046172706100000c000100002905c0000000000000, 7011
45,00,0028,0000,4000,40,06,9f58,82d0f6b1,5c3fc5b6,19eaba4e0000000094cfa8885014000002c80000, 7011
45,00,0028,0000,4000,40,06,a51d,82d0f6b1,14a80789,0586953700000000ad3d94c0501400003d620000, 7011
45,00,0053,980b,0000,40,11,670b,82d0f6b1,01010101,818a0035003f7bd4404501000001000000000001033138320331393702363302393207696e2d61646472046172706100000c000100002905c0000000000000, 7011
45,00,0052,6ec5,0000,40,11,9052,82d0f6b1,01010101,82660035003e7bd3696c010000010000000000010331333701370331363802323007696e2d61646472046172706100000c000100002905c0000000000000, 7011
45,00,0028,0000,4000,40,06,ecaa,82d0f6b1,1441c062,1762c14a000000001d6356ac5014000014ef0000, 7011
45,00,0052,0128,0000,40,11,fdef,82d0f6b1,01010101,d7d40035003e7bd35752010000010000000000010239380331393202363502323007696e2d61646472046172706100000c000100002905c0000000000000, 7011
45,40,0028,0000,4000,40,06,cc80,82d0f6b1,c2b431d9,259edf380000000057073d2650140000a8bc0000, 7011
45,60,0028,0000,4000,40,06,a8f3,82d0f6b1,93b98441,25f6c4140000000023827e135014000092b30000, 7011
45,00,0054,7acb,0000,40,11,844a,82d0f6b1,01010101,dff2003500407bd54e480100000100000000000102363503313332033138350331343707696e2d61646472046172706100000c000100002905c0000000000000, 7011
00,01,0800,0604,0002,bc,24,1133,d7f782d0,f6b1d401,c34c17fc82d0f6a1, 7011
00,01,0800,0604,0001,bc,24,1133,d7f782d0,f6b10000,0000000082d0f6a1, 7011
